Timestamp,socmedInterest,mostUsedSocmed,Age,Gender,occupation,monthlyIncome,residence,device,internet,activeSocmed,socmedRate,picPost,vidPost,picLike,vidLike,comment,story,shareVid,"watchVidAvg
",mostUsedSocmed
490,1,11,18,1,4,2,46,6,1,5,4,2,1,4,5,5,5,5,6,11
310,1,5,22,1,1,32,46,6,1,5,4,4,1,5,5,1,4,3,6,5
452,1,11,11,1,4,2,42,6,1,4,3,2,4,4,4,5,4,5,6,11
325,1,11,14,3,4,2,46,6,3,4,4,0,0,4,4,0,0,4,6,11
92,1,11,34,2,2,96,15,7,1,5,5,4,4,4,4,3,4,3,4,11
487,1,12,40,1,6,2,46,6,1,5,4,4,4,4,2,3,3,4,5,12
219,1,13,9,2,5,2,10,7,1,4,4,2,2,3,3,2,1,2,2,13
504,1,11,11,1,1,2,46,3,1,5,5,4,4,5,5,4,3,5,6,11
426,1,11,27,3,1,26,42,6,1,5,5,0,0,4,4,0,0,5,6,11
88,1,13,57,4,8,95,37,7,1,4,5,2,2,5,5,4,2,3,4,13
448,1,11,23,3,1,38,42,6,1,4,4,5,5,3,3,3,3,4,6,11
25,1,11,9,3,4,2,51,6,3,4,4,3,3,3,3,3,3,4,1,11
81,1,11,5,2,5,2,69,7,1,5,5,2,2,4,5,2,3,3,2,11
120,1,5,18,2,5,2,9,7,2,5,5,2,2,5,4,2,4,3,2,5
123,1,13,18,2,2,21,69,7,1,4,3,2,2,4,4,2,3,2,2,13
490,1,11,12,3,4,2,42,6,1,1,3,0,0,1,1,1,1,2,5,11
446,1,5,14,3,4,2,42,6,1,5,5,5,5,5,5,5,4,5,6,5
505,1,5,11,3,4,2,42,6,1,3,3,2,2,2,2,1,1,1,5,5
110,1,13,38,2,2,61,68,7,2,3,3,1,1,4,4,1,1,2,4,13
259,1,5,14,3,4,2,42,8,1,5,5,4,4,5,5,3,5,5,6,5
322,1,11,14,3,4,2,42,6,1,3,2,0,0,3,3,0,3,3,5,11
540,1,12,19,1,1,36,46,3,3,1,1,1,0,1,0,1,0,1,5,12
247,1,12,14,1,4,2,42,6,1,3,4,0,0,3,2,0,0,0,5,12
429,1,11,18,1,4,2,42,6,1,4,5,4,5,4,5,4,5,4,5,11
396,1,11,24,3,1,32,42,6,3,5,5,5,5,4,3,1,1,2,6,11
509,1,11,14,3,4,2,42,6,3,4,4,3,3,3,3,3,3,2,5,11
19,1,12,11,3,4,2,10,6,3,5,3,4,2,5,5,2,5,4,1,12
326,1,5,12,3,4,2,46,6,1,4,4,2,1,3,3,1,4,5,5,5
291,1,12,48,3,3,57,46,6,1,3,4,2,2,3,3,2,1,2,6,12
268,1,11,6,1,4,2,46,6,3,4,2,0,0,3,3,0,1,2,6,11
233,1,13,56,4,2,62,38,7,2,4,2,3,2,3,3,3,2,2,2,13
192,1,13,31,4,2,2,64,7,2,3,4,3,2,3,3,2,2,3,4,13
489,1,11,19,3,4,2,46,3,3,5,3,4,5,4,4,3,4,2,6,11
279,1,12,14,3,4,2,46,6,3,4,3,2,1,3,4,4,2,4,5,12
309,1,5,21,1,1,21,46,6,1,4,4,1,0,1,1,0,2,1,5,5
504,1,12,21,1,1,44,46,3,3,4,4,0,1,4,4,3,4,4,6,12
555,1,12,18,1,1,22,42,6,1,2,2,2,1,1,0,1,0,1,5,12
425,1,12,18,3,4,2,42,6,3,5,4,3,2,1,0,1,2,3,6,12
155,1,1,40,2,2,82,64,7,1,3,4,1,1,3,2,2,1,1,2,1
372,1,5,22,1,1,21,46,6,1,5,5,1,0,2,2,2,1,2,5,5
529,1,12,19,1,3,32,46,8,3,4,4,3,2,0,0,2,1,1,5,12
572,1,5,26,3,1,47,42,6,1,4,5,4,4,4,3,3,2,2,5,5
274,1,5,14,3,4,2,42,6,3,2,2,0,0,2,2,2,2,2,5,5
474,1,11,14,3,4,2,46,6,1,2,1,1,1,4,5,1,2,5,5,11
153,1,11,12,2,5,2,41,7,1,3,3,2,2,3,3,2,2,3,2,11
31,1,13,14,3,7,2,25,6,3,5,5,1,3,5,5,5,3,5,3,13
178,1,1,48,4,2,61,71,7,1,4,3,4,2,3,3,3,3,2,4,1
302,1,5,31,1,1,27,46,6,1,4,4,2,0,1,1,0,1,1,5,5
11,1,11,11,1,4,2,10,6,1,4,5,2,1,4,5,1,4,3,3,11
42,1,5,14,3,4,2,10,6,1,5,5,3,3,4,4,2,4,5,3,5
184,1,13,21,4,2,13,28,7,2,2,5,2,2,2,2,1,1,2,2,13
35,1,13,20,3,4,2,51,6,3,3,3,2,2,5,5,1,2,2,1,13
59,1,13,14,3,4,2,25,1,3,2,3,2,2,3,3,2,1,4,3,13
40,1,13,11,1,4,2,43,6,4,1,1,1,1,1,1,1,1,1,3,13
397,1,11,18,1,4,2,46,6,3,5,5,5,5,5,5,0,5,2,6,11
497,1,11,11,3,4,2,42,6,3,3,3,4,4,2,3,4,3,4,5,11
197,1,11,18,2,5,2,8,7,1,5,5,2,2,4,4,2,2,2,4,11
119,1,11,9,2,5,2,10,7,1,5,4,3,2,5,5,3,3,3,4,11
504,1,5,19,1,4,2,42,6,3,1,3,1,1,2,2,2,2,1,5,5
94,1,13,12,4,5,2,10,7,1,4,4,2,2,3,4,1,2,2,4,13
503,1,5,18,3,4,2,42,6,3,5,5,3,3,2,2,2,2,1,6,5
69,1,13,40,2,8,2,6,7,2,3,3,1,1,2,2,2,2,1,2,13
352,1,12,22,3,1,38,46,8,3,4,4,1,1,3,3,1,1,2,5,12
101,1,11,9,2,5,2,51,7,2,4,4,3,2,4,4,1,4,2,2,11
23,0,5,10,3,4,2,51,6,1,3,2,2,2,2,3,3,4,2,3,5
527,1,12,19,1,1,46,42,6,3,4,3,4,3,3,2,4,3,3,5,12
495,1,11,38,3,1,52,46,3,1,3,3,1,1,4,4,4,4,3,6,11
371,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1,11,27,3,3,68,46,6,3,5,4,3,4,3,4,5,4,5,6,11
433,1,5,6,3,4,2,46,6,3,5,5,3,3,5,3,0,3,0,5,5
213,1,11,14,2,5,80,23,7,1,5,5,3,3,5,5,2,4,5,2,11
369,1,11,35,3,3,46,46,6,1,3,3,3,3,3,3,3,3,3,5,11
495,1,11,25,1,3,53,42,3,3,5,5,1,1,2,2,3,3,3,6,11
510,1,11,14,3,4,2,46,6,3,5,5,5,5,5,5,5,5,5,6,11
437,1,11,19,3,1,13,46,6,1,5,5,2,2,5,5,0,2,3,6,11
287,1,5,33,1,1,13,46,6,1,5,3,2,2,2,4,2,2,2,6,5
255,1,5,19,1,4,2,46,6,1,3,3,1,0,2,2,0,2,2,5,5
508,1,12,14,3,4,2,42,6,1,4,3,4,4,3,4,3,3,3,6,12
209,1,10,14,2,5,2,1,7,1,3,2,1,1,2,2,4,1,2,4,10
193,1,13,46,4,2,68,53,7,1,4,4,2,2,3,3,3,2,3,4,13
568,1,11,19,3,4,2,42,8,3,3,3,3,2,2,1,2,1,1,5,11
560,1,12,27,3,1,53,46,6,3,3,3,2,2,3,2,3,2,2,5,12
140,1,11,9,2,5,2,10,7,1,5,4,3,3,5,5,2,4,3,4,11
504,1,11,36,1,1,79,46,3,3,2,2,1,0,1,2,4,4,4,5,11
300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1,11,35,3,1,37,46,3,1,5,4,4,4,5,4,5,4,5,6,11
374,1,12,28,3,3,21,46,6,1,5,3,3,3,3,3,3,3,3,6,12
234,1,11,20,2,2,26,56,7,1,5,4,3,2,4,4,2,3,2,4,11
525,1,12,20,1,1,32,46,6,1,3,3,2,0,1,1,1,0,0,5,12
114,1,5,18,2,5,2,69,7,1,5,4,3,2,3,3,2,1,4,4,5
151,1,5,9,4,5,2,51,7,1,5,3,2,3,4,5,3,3,4,4,5
102,1,11,14,2,5,2,25,7,1,4,3,2,2,3,3,2,3,3,4,11
563,1,11,30,1,3,64,46,6,3,2,1,2,1,0,2,0,1,0,5,11
46,1,11,12,1,1,97,11,6,1,5,4,3,2,4,4,2,4,2,3,11
323,1,5,19,3,4,2,42,6,1,4,4,2,2,4,4,1,3,4,5,5
215,1,11,16,2,5,2,28,7,2,5,5,2,2,4,4,2,3,4,2,11
182,1,11,24,4,2,21,38,7,2,5,4,1,3,4,4,3,4,4,4,11
519,1,12,14,3,4,2,42,3,3,3,3,3,2,2,3,2,2,3,5,12
498,1,5,14,3,4,2,42,6,1,4,5,5,3,3,3,1,3,1,6,5
511,1,5,14,3,4,2,42,6,1,4,3,3,4,3,3,3,2,2,6,5
385,1,11,9,3,4,2,42,6,3,5,5,0,0,5,5,0,0,0,6,11
189,1,13,29,2,2,85,31,7,1,4,3,3,2,3,3,2,2,2,4,13
180,1,13,40,2,8,2,45,7,1,5,5,3,2,2,2,2,2,2,2,13
415,1,5,12,3,4,2,42,6,3,2,3,2,3,2,3,2,3,2,5,5
90,0,11,3,2,5,2,38,7,2,1,3,2,2,1,1,1,1,2,4,11
286,1,11,33,1,1,32,42,6,1,4,4,1,1,4,4,3,0,2,6,11
58,0,5,14,3,1,27,4,6,1,3,3,2,1,5,5,3,4,3,1,5
320,1,11,14,3,4,71,42,6,3,3,3,1,1,1,1,3,3,3,5,11
256,1,11,12,1,4,2,46,6,1,5,4,4,4,5,5,3,5,4,5,11
562,1,12,40,1,1,72,46,6,3,4,4,3,2,2,3,3,2,0,5,12
424,1,5,22,1,1,25,42,6,1,5,4,3,2,4,3,1,3,2,6,5
41,1,13,14,3,4,2,25,6,1,5,3,1,1,3,3,1,1,1,3,13
514,1,12,18,3,4,2,42,6,1,4,3,4,3,3,3,2,2,1,6,12
438,1,12,18,1,4,2,46,6,1,5,5,4,4,5,5,0,5,0,6,12
334,1,11,20,1,6,2,46,6,1,5,5,3,2,2,2,2,2,2,5,11
272,1,12,14,3,4,2,46,6,3,5,3,3,3,3,3,2,4,2,5,12
467,1,11,14,3,4,2,46,3,3,4,3,5,4,4,3,5,3,4,6,11
494,1,11,20,3,4,2,46,6,1,4,4,3,4,3,4,3,4,3,6,11
52,1,12,6,1,4,27,72,6,4,5,5,2,2,5,5,3,3,3,1,12
557,1,5,19,3,1,26,46,6,3,3,4,3,3,3,3,2,4,3,5,5
99,1,12,18,2,5,2,9,7,1,5,4,2,1,2,2,1,2,1,4,12
28,1,11,14,1,4,2,51,6,1,5,4,2,2,4,5,1,2,3,1,11
154,1,11,2,2,5,2,29,7,1,4,4,2,3,4,3,2,2,3,4,11
444,1,11,9,1,4,2,42,6,3,3,3,4,3,2,4,3,3,3,6,11
488,1,11,46,3,1,66,42,8,3,5,4,4,3,3,3,3,3,4,6,11
534,1,12,20,1,1,40,46,6,1,3,2,1,0,1,1,0,0,0,5,12
122,1,13,42,2,8,2,64,7,1,5,4,2,2,3,3,3,2,2,4,13
242,1,12,19,2,5,2,12,7,2,3,4,2,2,3,3,2,4,4,2,12
557,1,12,18,1,1,22,42,6,3,2,1,2,1,1,1,1,2,1,5,12
493,1,11,12,1,4,2,46,6,3,4,4,4,4,3,3,3,3,3,5,11
493,1,11,14,3,4,2,46,6,1,5,5,1,1,2,2,2,3,3,6,11
520,1,11,14,3,4,2,42,6,1,2,1,1,0,0,1,0,1,0,5,11
547,1,12,18,1,1,26,42,3,3,3,3,4,3,4,3,4,4,4,5,12
264,1,11,21,1,1,21,46,6,3,3,3,1,1,4,4,1,1,4,6,11
311,1,5,24,1,1,21,46,6,1,2,2,1,0,2,2,1,0,2,5,5
409,1,5,12,1,4,2,42,6,3,5,2,3,1,3,2,5,2,2,6,5
118,0,13,24,4,2,42,25,7,2,1,1,1,1,1,1,1,1,1,4,13
525,1,12,18,1,4,2,46,3,1,3,3,2,3,1,3,2,2,3,5,12
148,1,13,62,4,8,2,30,7,1,5,4,3,2,3,2,3,3,3,2,13
70,1,13,48,2,2,11,38,7,2,4,4,3,2,3,4,3,2,3,4,13
427,1,11,9,3,4,2,46,6,1,3,4,3,4,3,4,3,4,3,6,11
416,1,5,12,3,4,2,42,6,3,5,5,5,5,5,5,5,5,5,6,5
553,1,12,11,3,4,2,42,6,3,2,2,2,1,3,1,2,1,0,5,12
86,1,13,29,4,2,101,38,7,1,4,4,2,2,2,2,2,2,2,4,13
170,1,13,58,4,8,100,38,7,1,3,5,4,3,4,4,3,3,3,2,13
492,1,11,9,1,4,2,42,6,1,4,3,4,2,4,3,4,3,4,6,11
535,1,12,21,1,4,2,42,6,1,2,2,2,1,1,1,0,1,0,5,12
576,1,12,19,3,6,2,46,6,1,4,2,3,2,3,2,2,3,2,5,12
145,1,12,9,2,5,2,2,7,2,3,3,2,2,4,3,2,1,5,2,12
185,1,13,32,4,2,6,38,7,1,4,4,2,2,2,2,2,3,3,4,13
494,1,12,20,1,4,2,46,3,3,3,4,1,1,4,4,4,2,2,6,12
466,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,1,12,20,3,6,2,42,6,1,3,3,4,3,4,3,2,3,4,5,12
313,1,11,47,1,1,46,46,6,1,5,3,4,2,3,3,3,3,5,6,11
383,1,12,10,1,4,2,46,3,3,3,3,5,1,5,3,0,0,1,5,12
505,1,5,14,3,4,2,46,6,3,5,5,4,4,5,4,4,4,5,6,5
455,1,11,18,3,4,2,46,8,1,4,3,4,2,4,3,5,2,4,5,11
168,1,11,34,4,2,7,28,7,1,4,4,2,2,4,2,4,1,4,4,11
505,1,11,14,3,4,2,42,3,3,4,4,3,4,4,4,5,4,3,6,11
578,1,12,29,3,1,38,46,6,3,2,2,2,1,1,1,1,1,1,5,12
276,1,5,35,1,3,61,42,6,3,3,4,0,0,2,2,0,0,0,5,5
561,1,11,22,1,6,2,46,3,1,3,3,2,4,3,2,3,3,2,5,11
9,1,11,65,3,7,9,13,6,5,5,5,3,3,1,1,1,1,1,3,11
360,1,11,6,1,4,2,42,6,3,5,5,3,4,5,5,2,2,2,6,11
552,1,12,20,1,1,40,46,8,3,3,4,4,3,4,3,4,3,4,5,12
163,1,12,18,4,2,61,41,7,2,4,4,1,1,4,4,1,3,4,2,12
518,1,12,10,1,4,2,46,6,1,4,5,1,2,4,4,4,4,5,6,12
496,1,11,27,1,1,40,46,6,1,3,3,0,2,5,5,5,4,4,6,11
540,1,12,20,1,1,38,46,6,1,3,2,3,2,1,2,1,1,1,5,12
