Timestamp,socmedInterest,mostUsedSocmed,Age,Gender,occupation,monthlyIncome,residence,device,internet,activeSocmed,socmedRate,picPost,vidPost,picLike,vidLike,comment,story,shareVid,"watchVidAvg
",interactionTime
522,1,11,18,1,4,2,46,8,1,3,3,1,1,2,3,1,1,3,5,2
522,1,11,14,1,3,2,46,8,1,4,3,3,2,2,0,2,0,0,5,4
522,1,11,18,3,4,2,46,3,3,5,4,4,4,5,4,3,5,5,6,2
523,1,5,18,3,4,2,46,6,1,4,3,4,5,4,3,4,4,4,6,2
523,1,5,14,1,4,2,42,3,3,3,1,3,2,3,2,1,1,0,5,4
524,1,12,14,3,4,2,42,3,3,4,3,3,4,3,4,3,3,3,5,4
524,1,12,18,3,4,2,42,6,1,4,4,4,4,3,3,1,2,1,5,2
524,1,12,14,3,4,2,42,8,3,3,2,3,3,2,3,2,3,1,5,4
525,1,12,18,1,4,2,46,3,1,3,3,2,3,1,3,2,2,3,5,4
525,1,12,20,1,1,32,46,6,1,3,3,2,0,1,1,1,0,0,5,4
526,1,12,19,1,6,20,42,6,1,3,3,2,3,2,3,3,2,2,5,4
526,1,12,19,1,1,22,42,3,3,2,1,1,0,1,2,2,1,1,5,1
527,1,12,18,1,4,2,46,6,3,3,3,1,2,1,1,1,0,0,5,1
527,1,12,19,1,1,46,42,6,3,4,3,4,3,3,2,4,3,3,5,2
528,1,12,18,1,4,2,42,8,1,3,3,3,3,2,2,2,2,1,5,3
529,1,5,21,1,1,27,42,6,1,2,1,1,1,0,0,1,0,0,5,2
529,1,12,19,1,3,32,46,8,3,4,4,3,2,0,0,2,1,1,5,2
530,1,12,21,1,1,46,46,8,3,2,3,2,3,2,2,1,2,3,5,1
531,1,11,18,1,4,2,46,8,1,4,3,3,1,0,0,1,1,0,5,4
531,1,12,22,3,1,61,46,6,3,3,2,3,3,2,3,2,1,0,5,4
532,1,12,19,1,1,40,46,3,3,4,3,3,4,3,2,3,3,0,5,1
532,1,5,19,1,1,29,46,6,1,2,2,1,1,0,1,0,1,0,5,3
533,1,12,20,1,1,35,46,8,3,3,2,2,3,2,2,1,1,1,5,2
534,1,12,20,1,1,36,46,6,3,5,4,3,2,2,2,2,1,2,5,4
534,1,12,20,1,1,40,46,6,1,3,2,1,0,1,1,0,0,0,5,2
535,1,12,21,3,1,72,46,8,3,2,2,1,0,1,1,0,1,0,5,4
535,1,12,21,1,4,2,42,6,1,2,2,2,1,1,1,0,1,0,5,3
536,1,11,24,3,3,61,42,6,1,0,1,1,1,1,0,1,0,1,5,1
537,1,5,21,1,1,28,46,6,1,1,2,2,1,2,1,1,0,0,5,3
537,1,12,21,1,1,36,46,6,3,3,2,3,4,2,2,1,1,2,5,2
538,1,12,22,1,1,46,46,6,1,4,4,5,4,5,4,5,4,4,5,4
538,1,5,19,3,1,28,42,6,1,4,3,4,2,4,3,4,3,3,5,1
539,1,12,18,1,4,2,42,3,3,2,2,2,1,1,1,2,1,2,5,2
540,1,12,20,1,1,38,46,6,1,3,2,3,2,1,2,1,1,1,5,3
540,1,12,19,1,1,36,46,3,3,1,1,1,0,1,0,1,0,1,5,2
541,1,12,20,1,4,2,46,3,3,2,2,1,2,1,1,0,1,0,5,2
541,1,12,14,1,4,2,46,8,3,2,2,1,1,1,0,1,0,1,5,1
542,1,12,23,1,1,26,46,6,1,4,4,3,4,3,4,5,3,4,5,2
542,1,12,20,1,1,40,46,6,1,5,4,4,4,5,5,4,5,3,5,2
543,1,12,20,1,1,40,46,3,3,2,2,1,1,3,2,2,1,1,5,1
543,1,12,18,3,4,2,46,6,3,4,1,2,1,1,1,1,0,0,5,3
544,1,12,22,1,1,47,46,3,3,2,2,2,1,2,1,0,1,0,5,2
545,1,12,14,3,4,2,46,6,3,3,2,2,2,1,1,0,0,0,5,4
546,1,5,19,3,4,2,42,6,3,3,2,2,1,3,2,2,3,3,5,4
546,1,12,19,1,1,22,46,3,3,5,4,5,4,4,4,4,5,5,5,4
547,1,5,18,1,1,22,42,6,1,4,4,5,4,4,4,3,3,4,5,2
547,1,12,18,1,1,26,42,3,3,3,3,4,3,4,3,4,4,4,5,2
548,1,12,21,1,1,40,46,6,1,3,4,3,2,2,1,1,1,0,5,2
548,1,12,21,1,1,25,46,6,1,3,3,4,3,4,3,2,3,2,5,2
549,1,12,21,1,1,42,46,6,3,2,1,2,1,1,0,1,2,0,5,1
549,1,12,19,1,4,2,46,6,1,3,4,3,4,3,4,3,2,0,5,2
550,1,12,22,1,1,42,46,6,3,4,3,4,3,3,3,2,1,0,5,1
550,1,12,20,1,1,40,46,6,3,2,2,3,2,1,1,0,3,0,5,3
550,1,12,20,1,3,36,46,6,3,3,2,3,4,3,2,2,1,1,5,3
551,1,12,20,3,6,2,42,6,1,3,3,4,3,4,3,2,3,4,5,2
551,1,12,31,3,1,48,42,6,3,2,2,2,1,0,1,0,1,0,5,4
552,1,12,20,1,1,40,46,8,3,3,4,4,3,4,3,4,3,4,5,1
552,1,12,20,1,1,47,46,6,3,2,1,1,2,1,2,1,1,0,5,2
553,1,12,11,3,4,2,42,6,3,2,2,2,1,3,1,2,1,0,5,1
554,1,12,14,1,4,2,42,6,3,3,3,3,3,2,3,3,2,3,5,4
555,1,12,18,1,1,22,42,6,1,2,2,2,1,1,0,1,0,1,5,4
555,1,12,12,3,4,2,42,6,1,4,5,4,4,5,4,5,4,4,5,1
556,1,12,14,1,6,2,46,6,3,2,3,4,3,2,4,3,2,3,5,3
557,1,12,18,1,1,22,42,6,3,2,1,2,1,1,1,1,2,1,5,3
557,1,5,19,3,1,26,46,6,3,3,4,3,3,3,3,2,4,3,5,4
558,1,12,19,3,1,38,46,6,3,3,3,2,3,3,4,3,2,2,5,4
558,1,12,19,3,1,28,42,6,3,3,3,4,5,5,3,4,3,3,5,2
559,1,5,19,3,1,38,46,6,3,3,3,4,4,3,3,3,2,3,5,1
559,1,12,19,3,1,38,42,6,3,2,3,4,4,3,2,3,3,2,5,4
560,1,12,27,3,1,53,46,6,3,3,3,2,2,3,2,3,2,2,5,4
560,1,12,19,3,1,38,46,6,3,4,4,3,4,5,4,4,3,4,5,4
561,1,12,19,1,1,25,42,6,3,2,2,2,4,4,3,3,3,4,5,1
561,1,11,22,1,6,2,46,3,1,3,3,2,4,3,2,3,3,2,5,4
562,1,12,40,1,1,72,46,6,3,4,4,3,2,2,3,3,2,0,5,4
562,1,12,41,1,1,64,46,6,1,2,2,1,3,1,2,2,1,0,5,4
563,1,11,30,1,3,64,46,6,3,2,1,2,1,0,2,0,1,0,5,2
563,1,5,30,3,1,52,46,6,3,4,3,2,2,4,2,4,2,1,5,2
564,1,12,19,1,1,30,42,6,1,3,2,2,3,4,2,3,2,1,5,3
564,1,5,12,3,4,2,42,6,1,1,2,3,4,2,1,3,4,2,5,1
565,1,12,19,3,1,40,46,6,3,3,4,4,4,4,5,4,4,4,5,1
565,1,12,19,3,1,72,42,6,3,3,3,3,2,3,2,3,2,3,5,2
566,1,12,19,1,1,22,42,6,3,3,3,2,3,2,1,2,3,1,5,4
567,1,12,19,3,4,2,42,6,3,4,4,3,2,3,3,3,2,1,5,4
567,1,12,30,3,1,73,46,6,3,4,4,3,4,3,4,3,3,2,5,1
568,1,11,19,3,4,2,42,8,3,3,3,3,2,2,1,2,1,1,5,4
568,1,12,29,1,3,64,46,6,1,3,2,3,2,1,2,1,2,1,5,4
569,1,12,30,3,3,40,46,6,3,2,2,3,2,1,3,2,1,2,5,2
569,1,5,29,1,1,38,46,6,3,3,3,2,1,2,1,1,0,0,5,4
570,1,5,32,3,1,41,46,6,3,1,2,2,1,1,0,1,0,1,5,1
570,1,5,29,1,1,42,42,6,1,2,2,2,3,3,1,3,2,1,5,4
571,1,12,30,3,1,74,42,6,1,2,2,2,2,1,4,1,2,1,5,4
571,1,12,19,3,4,2,42,6,1,3,2,2,2,1,1,2,1,1,5,2
572,1,5,26,3,1,47,42,6,1,4,5,4,4,4,3,3,2,2,5,4
572,1,12,34,1,1,65,46,6,1,4,4,5,4,5,4,5,4,4,5,4
573,1,12,23,3,1,38,42,6,1,1,0,2,1,1,2,1,2,1,6,4
573,1,12,22,1,1,42,46,6,1,4,2,2,3,2,1,2,1,1,5,1
573,1,5,22,1,1,48,46,6,1,2,2,1,2,1,2,1,2,1,5,4
574,1,12,29,1,1,40,46,6,1,3,3,4,3,4,3,3,3,3,5,4
575,1,5,32,3,1,44,42,6,1,2,2,1,1,1,0,1,0,1,5,2
576,1,12,19,3,6,2,46,6,1,4,2,3,2,3,2,2,3,2,5,4
577,1,12,19,1,4,2,46,3,3,1,2,3,3,4,2,2,1,1,5,4
577,1,12,12,3,6,2,42,6,1,2,1,3,2,1,1,2,1,2,5,2
577,1,5,12,3,4,2,42,6,1,4,4,3,1,2,3,2,2,2,5,3
578,1,12,29,3,1,38,46,6,3,2,2,2,1,1,1,1,1,1,5,4
579,1,12,12,1,4,2,46,6,1,2,3,2,2,3,3,1,1,1,5,4
474,1,11,14,3,4,2,46,6,1,2,1,1,1,4,5,1,2,5,5,1
475,1,12,21,3,1,40,46,6,1,2,2,2,3,4,4,1,1,3,5,4
476,1,11,20,1,1,29,46,6,3,4,1,4,1,5,5,2,4,5,5,4
477,1,11,29,3,1,48,46,6,1,3,3,2,3,2,3,3,2,0,5,2
478,1,11,11,3,4,2,46,6,1,3,3,2,1,2,1,1,0,1,5,4
479,1,11,20,3,1,38,42,6,1,3,2,3,2,3,1,3,1,1,5,2
480,1,11,12,1,4,2,42,6,1,4,2,3,2,2,3,1,1,0,5,1
481,1,11,18,1,4,2,46,6,1,4,4,3,1,5,5,5,5,5,6,4
