Timestamp,socmedInterest,mostUsedSocmed,Age,Gender,occupation,monthlyIncome,residence,device,internet,activeSocmed,socmedRate,picPost,vidPost,picLike,vidLike,comment,story,shareVid,"watchVidAvg
",interactionTime
320,1,11,14,3,4,71,42,6,3,3,3,1,1,1,1,3,3,3,5,4
321,1,11,14,3,4,2,46,6,1,4,5,2,1,3,3,2,3,2,6,4
322,1,11,14,3,4,2,42,6,1,3,2,0,0,3,3,0,3,3,5,4
323,1,5,19,3,4,2,42,6,1,4,4,2,2,4,4,1,3,4,5,4
324,1,5,14,3,4,2,46,6,3,3,4,1,0,5,5,0,2,2,6,2
325,1,11,14,3,4,2,46,6,3,4,4,0,0,4,4,0,0,4,6,4
327,1,11,14,3,4,2,46,6,1,5,5,3,3,5,5,2,1,5,6,2
326,1,5,12,3,4,2,46,6,1,4,4,2,1,3,3,1,4,5,5,4
328,1,5,14,1,4,2,42,6,1,3,3,0,1,5,5,2,3,5,5,2
329,1,5,12,3,4,2,42,3,3,4,3,3,4,4,3,4,3,3,6,2
330,1,11,14,1,4,2,42,6,3,5,4,2,1,4,5,3,2,5,6,4
331,1,5,14,3,4,2,42,6,1,5,3,3,2,4,4,1,5,5,5,4
332,1,11,14,1,4,2,42,6,3,3,3,1,0,3,4,0,3,4,6,3
333,1,5,14,3,4,2,42,6,3,5,5,0,0,5,5,0,2,5,5,2
334,1,11,20,1,6,2,46,6,1,5,5,3,2,2,2,2,2,2,5,4
335,1,11,14,3,4,2,42,6,1,3,4,4,3,3,2,3,3,3,6,4
336,1,5,9,3,4,2,42,6,3,3,3,2,1,2,2,2,2,4,5,3
337,1,12,14,3,4,2,42,6,3,3,3,3,2,4,4,0,2,3,5,1
338,1,5,14,3,4,2,42,6,1,5,4,1,1,3,3,1,4,1,6,4
339,1,11,11,3,4,2,42,6,1,5,4,3,3,4,5,5,5,4,6,2
340,1,12,19,1,1,15,46,6,3,5,5,4,4,4,5,4,2,4,6,2
341,1,11,14,1,1,24,42,8,1,5,3,1,2,5,5,1,2,2,5,4
342,1,5,14,3,4,2,46,6,3,3,2,1,1,2,3,1,3,2,5,2
343,1,11,14,1,4,2,46,6,1,4,4,2,1,4,4,2,3,2,5,4
344,1,12,14,3,4,2,46,6,3,5,4,1,1,4,4,2,1,3,6,1
345,1,11,10,3,4,2,42,6,1,4,4,5,4,5,2,4,5,4,5,4
346,1,5,20,1,1,16,46,8,3,5,5,2,2,5,5,3,3,3,6,3
347,1,11,5,3,4,2,46,6,3,5,5,3,3,5,5,4,4,4,6,2
348,1,12,24,3,1,27,46,3,3,3,4,1,1,4,4,1,1,5,5,4
350,1,5,14,1,4,2,46,6,1,3,3,0,0,1,1,0,3,2,6,4
354,1,11,30,1,6,2,42,6,3,3,4,1,2,3,4,3,0,4,5,4
355,1,11,27,1,3,52,46,6,3,3,4,2,1,5,5,2,2,5,6,1
356,1,12,25,3,1,26,46,3,3,5,5,5,4,4,4,5,5,5,5,4
356,1,11,12,3,4,2,46,6,1,5,5,1,1,5,5,1,2,5,5,3
357,1,11,6,1,4,2,42,8,3,5,5,4,4,5,5,0,5,2,6,4
358,1,5,23,1,1,48,46,6,3,5,5,5,5,4,4,4,4,4,6,2
358,1,11,2,3,4,2,42,6,1,5,5,3,3,5,3,4,3,5,6,2
359,1,12,18,3,4,2,46,6,1,4,3,3,4,4,5,5,4,4,6,4
360,1,11,6,1,4,2,42,6,3,5,5,3,4,5,5,2,2,2,6,3
361,1,12,19,3,4,2,42,6,1,5,5,3,3,3,4,3,3,5,5,2
362,1,11,10,3,4,2,46,6,3,5,5,2,2,5,5,2,3,5,6,4
363,1,11,14,3,4,2,46,6,3,4,5,3,1,4,5,5,4,5,5,4
364,1,11,14,3,4,2,46,6,3,5,5,1,3,0,0,0,1,2,5,4
365,1,11,30,1,3,72,46,6,1,4,4,1,1,2,2,1,1,1,5,4
366,1,11,37,1,1,26,46,6,1,2,2,2,2,2,2,2,2,2,5,4
367,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1,5,23,1,1,21,46,6,1,3,3,3,3,3,3,3,3,3,5,4
369,1,11,35,3,3,46,46,6,1,3,3,3,3,3,3,3,3,3,5,4
370,1,11,25,3,1,18,46,6,1,5,4,1,1,3,3,2,0,2,5,4
371,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1,5,22,1,1,21,46,6,1,5,5,1,0,2,2,2,1,2,5,1
373,1,12,23,3,1,13,46,6,1,4,4,2,1,2,2,1,1,3,5,1
374,1,12,28,3,3,21,46,6,1,5,3,3,3,3,3,3,3,3,6,1
375,1,11,23,3,3,17,46,6,3,5,5,5,5,5,5,5,5,5,6,4
349,1,5,46,3,6,61,42,8,3,4,4,3,3,3,3,3,3,3,6,4
351,1,5,9,3,4,2,46,6,3,5,5,1,1,4,5,2,2,5,6,2
352,1,12,22,3,1,38,46,8,3,4,4,1,1,3,3,1,1,2,5,4
353,1,11,14,1,6,2,42,6,1,3,4,3,3,4,5,4,4,5,6,3
430,1,11,18,3,3,14,46,6,3,5,5,2,2,5,5,2,2,5,6,2
431,1,12,2,1,4,2,46,6,3,5,5,2,4,5,5,5,5,1,6,1
431,1,11,28,3,1,61,42,8,1,4,5,0,0,5,5,0,0,0,6,4
432,1,5,14,1,4,32,46,6,3,5,5,5,5,5,5,5,5,5,6,2
433,1,5,6,3,4,2,46,6,3,5,5,3,3,5,3,0,3,0,5,3
434,1,5,10,1,4,2,46,6,1,5,5,4,4,5,5,0,5,2,6,2
435,1,11,5,3,4,2,46,8,3,3,3,0,0,3,3,0,0,0,5,4
436,1,11,27,1,1,29,42,6,1,2,2,0,0,2,4,0,0,0,6,4
437,1,11,19,3,1,13,46,6,1,5,5,2,2,5,5,0,2,3,6,3
438,1,12,18,1,4,2,46,6,1,5,5,4,4,5,5,0,5,0,6,4
376,1,11,18,1,4,2,46,6,3,5,5,3,3,5,5,0,5,3,6,1
377,1,5,11,3,4,2,42,6,3,4,4,3,5,4,4,0,1,2,6,2
378,1,11,8,1,4,2,42,8,1,4,4,0,0,5,5,2,1,3,6,1
379,1,12,12,3,4,2,46,6,3,5,5,0,0,5,5,2,0,4,6,3
380,1,12,21,3,1,46,46,6,1,5,5,4,4,5,5,0,5,1,6,4
381,1,5,14,3,4,2,42,6,3,5,5,5,5,5,5,5,5,5,6,2
382,1,11,14,3,4,2,46,6,3,5,5,1,1,5,5,1,5,2,6,2
383,1,12,10,1,4,2,46,3,3,3,3,5,1,5,3,0,0,1,5,4
384,1,5,14,1,4,2,46,6,1,5,5,5,5,5,5,2,5,2,6,2
385,1,11,9,3,4,2,42,6,3,5,5,0,0,5,5,0,0,0,6,4
386,1,11,12,3,4,2,46,6,3,4,3,4,3,3,2,3,3,3,6,1
387,1,5,8,1,4,2,42,6,3,4,3,5,5,5,5,0,5,0,6,1
388,1,11,12,3,4,2,42,6,3,5,5,0,0,3,3,3,5,5,6,1
389,1,11,18,3,4,2,42,8,1,5,5,3,3,5,5,1,5,5,6,2
390,1,11,9,3,4,2,46,6,3,5,5,1,1,4,4,0,1,5,6,3
391,1,11,19,3,1,25,42,6,1,3,5,1,1,5,5,0,3,1,6,2
392,1,11,11,1,4,2,42,6,1,5,5,5,5,5,2,4,5,5,6,1
393,1,11,11,3,4,2,42,6,1,0,0,0,0,0,0,0,0,0,6,2
393,1,5,5,1,4,2,46,6,1,5,5,5,5,5,5,5,5,5,6,4
394,1,11,18,3,4,2,46,6,3,3,3,3,3,3,2,2,3,4,5,2
395,1,5,12,3,4,2,42,6,3,1,3,2,1,5,5,3,5,5,6,1
396,1,11,24,3,1,32,42,6,3,5,5,5,5,4,3,1,1,2,6,4
397,1,11,18,1,4,2,46,6,3,5,5,5,5,5,5,0,5,2,6,4
398,1,12,27,3,3,12,46,6,3,5,5,3,1,5,5,1,5,3,6,1
399,1,5,14,3,4,2,46,6,3,5,5,5,5,5,5,5,5,5,6,1
400,1,11,12,1,4,2,42,6,1,3,2,3,2,3,2,3,2,3,6,3
401,1,12,10,1,4,2,46,6,3,5,5,1,1,4,4,0,0,5,6,2
402,1,11,1,3,4,2,46,8,3,3,3,3,4,3,3,3,3,1,6,4
403,1,5,21,3,1,26,46,6,1,4,1,2,3,4,3,1,1,3,6,4
404,1,11,12,3,1,13,42,6,1,5,5,3,3,3,4,0,5,5,6,2
405,1,12,18,1,4,2,46,6,3,5,5,0,0,5,5,1,2,1,6,1
406,1,11,22,3,1,36,46,6,1,5,5,5,5,5,5,5,5,5,6,2
407,1,11,18,1,4,2,42,6,3,5,5,2,2,5,5,2,5,1,6,2
408,1,11,18,3,4,2,46,6,3,5,5,3,3,5,5,0,5,2,6,3
409,1,5,12,1,4,2,42,6,3,5,2,3,1,3,2,5,2,2,6,1
410,1,11,38,3,3,72,42,6,1,3,3,0,0,3,3,0,0,0,6,4
411,1,5,12,1,4,2,42,6,3,5,5,1,1,4,4,0,4,4,6,3
412,1,11,12,1,4,2,42,8,3,5,5,2,2,4,4,0,2,2,5,1
413,1,11,14,3,4,2,46,3,1,5,2,0,0,1,1,0,0,0,5,4
414,1,5,8,1,4,2,46,6,3,5,5,3,3,5,5,1,3,0,6,3
414,1,11,9,1,4,2,46,6,3,5,5,5,5,5,5,1,5,2,6,4
415,1,5,12,3,4,2,42,6,3,2,3,2,3,2,3,2,3,2,5,4
416,1,5,12,3,4,2,42,6,3,5,5,5,5,5,5,5,5,5,6,2
417,1,5,19,1,4,2,46,6,3,4,5,4,5,4,5,4,5,4,6,4
418,1,12,8,1,4,2,46,6,3,5,5,3,3,4,4,1,4,1,6,1
419,1,5,27,1,1,35,42,6,3,5,5,2,2,5,5,0,4,1,6,2
420,1,11,1,3,4,2,46,6,3,5,5,0,0,5,5,0,0,5,6,4
420,1,5,12,1,6,2,46,6,1,3,3,1,1,3,3,0,0,3,6,2
421,1,12,5,1,4,2,46,8,3,5,5,5,5,5,5,5,5,5,6,4
421,1,11,26,3,4,36,46,6,1,3,5,1,1,4,4,1,4,5,6,4
422,1,12,27,1,1,29,46,6,1,5,5,5,5,5,5,5,5,5,6,4
423,1,11,23,1,1,19,46,6,3,4,3,4,2,4,4,3,4,1,6,2
423,1,11,27,1,1,27,46,6,1,5,5,5,5,5,5,5,5,5,6,2
424,1,5,22,1,1,25,42,6,1,5,4,3,2,4,3,1,3,2,6,4
425,1,5,12,1,4,2,42,6,3,4,4,4,4,4,4,4,4,4,6,4
425,1,12,18,3,4,2,42,6,3,5,4,3,2,1,0,1,2,3,6,1
426,1,11,27,3,1,26,42,6,1,5,5,0,0,4,4,0,0,5,6,1
426,1,11,14,3,4,2,42,6,3,4,5,2,2,4,4,0,2,3,6,1
427,1,12,12,1,4,2,46,6,1,4,4,5,4,4,5,4,5,4,6,2
427,1,11,9,3,4,2,46,6,1,3,4,3,4,3,4,3,4,3,6,3
428,1,11,18,1,4,2,46,6,3,5,5,2,2,4,4,0,0,2,6,4
429,1,11,18,1,4,2,42,6,1,4,5,4,5,4,5,4,5,4,5,2
439,1,11,11,1,4,2,46,6,3,5,4,5,4,5,4,5,4,5,6,2
440,1,11,12,1,4,2,42,6,3,5,4,5,4,5,4,5,4,5,6,2
441,1,12,18,3,4,2,42,6,3,5,4,3,4,5,4,3,4,5,5,4
442,1,11,26,3,1,35,46,6,3,5,4,3,2,3,4,5,4,3,6,3
443,1,11,19,3,4,2,42,6,1,3,4,4,1,1,1,1,2,5,6,4
443,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1,11,9,1,4,2,42,6,3,3,3,4,3,2,4,3,3,3,6,1
445,1,11,14,1,4,2,46,6,3,5,5,0,0,5,5,0,0,4,6,1
446,1,5,14,3,4,2,42,6,1,5,5,5,5,5,5,5,4,5,6,2
447,1,12,21,3,1,26,42,8,3,4,4,4,3,3,4,4,4,5,6,4
447,1,12,18,1,4,2,46,6,1,4,4,5,5,3,3,5,5,5,6,4
448,1,11,23,3,1,38,42,6,1,4,4,5,5,3,3,3,3,4,6,3
449,1,12,18,3,4,2,42,6,1,4,2,2,1,5,4,5,4,4,6,2
450,1,12,25,1,1,52,42,8,1,5,3,4,4,5,4,5,5,4,6,4
451,1,11,23,1,3,27,46,3,3,4,3,2,4,4,3,4,5,5,6,2
452,1,11,21,1,3,13,42,6,1,5,4,5,5,3,4,3,2,3,6,3
452,1,11,11,1,4,2,42,6,1,4,3,2,4,4,4,5,4,5,6,1
453,1,5,14,3,4,2,46,6,3,4,5,2,3,5,5,0,1,2,6,2
454,1,11,12,1,4,2,42,3,3,4,3,4,3,4,3,4,3,4,6,4
455,1,11,18,3,4,2,46,8,1,4,3,4,2,4,3,5,2,4,5,3
456,1,12,14,3,6,2,42,3,3,3,4,2,2,4,4,1,1,2,5,4
457,1,5,19,3,3,6,46,3,3,4,3,4,2,5,4,2,1,3,6,4
458,1,11,14,3,4,2,46,6,1,4,3,4,3,4,3,4,3,4,6,3
459,1,12,12,1,3,6,42,8,1,4,5,4,3,4,5,2,5,2,6,4
459,1,11,18,3,4,2,42,6,3,4,5,3,3,5,5,2,2,2,5,2
460,1,12,19,3,6,2,46,6,1,2,3,1,1,4,4,1,1,2,5,4
461,1,5,19,1,1,40,46,6,3,4,5,2,2,4,4,1,3,2,6,4
462,1,11,19,1,1,32,46,3,3,4,3,4,3,5,3,4,3,5,6,2
462,1,12,19,1,1,27,46,8,3,4,5,3,4,5,3,4,5,3,5,3
463,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1,12,11,3,4,2,42,6,1,3,4,3,4,3,4,3,4,3,6,3
464,1,11,12,1,1,13,42,3,1,4,3,4,3,5,5,5,3,3,6,2
465,1,5,21,3,1,32,46,8,3,4,5,3,4,5,3,4,5,4,6,4
466,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1,5,14,3,4,2,42,6,1,5,4,5,3,4,3,0,5,1,6,4
467,1,11,14,3,4,2,46,3,3,4,3,5,4,4,3,5,3,4,6,4
468,1,12,18,3,3,10,42,3,3,4,3,5,4,5,3,4,3,5,5,4
468,1,12,14,3,6,2,46,8,1,4,3,5,4,4,3,3,5,5,6,1
469,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,1,5,14,3,4,2,46,6,3,4,3,5,3,3,4,4,5,0,5,3
470,1,11,18,3,6,2,42,3,3,4,3,3,4,4,5,5,4,2,6,1
471,1,12,14,3,4,2,42,8,1,4,4,3,3,4,4,2,2,1,5,2
472,1,5,20,3,4,2,46,6,1,5,4,5,4,5,4,5,4,5,6,4
473,1,11,29,1,1,25,42,6,1,5,4,3,2,1,0,1,2,3,6,4
482,1,5,27,1,3,46,46,6,3,5,5,5,5,5,5,5,5,5,6,2
483,1,11,12,1,4,2,46,6,3,5,5,4,4,3,3,2,2,1,6,4
484,1,12,18,3,1,17,46,6,3,3,5,3,3,5,5,1,1,4,6,3
485,1,5,12,1,4,2,46,6,1,4,5,4,5,4,5,0,4,5,6,1
486,1,11,24,3,1,26,46,6,1,5,3,1,1,3,3,0,2,4,6,1
487,1,5,14,3,4,2,46,6,1,5,5,5,5,5,5,5,5,5,6,3
487,1,5,18,3,4,2,42,8,3,5,4,5,4,3,4,4,4,4,5,3
487,1,5,30,1,1,46,42,6,3,5,3,5,3,5,3,5,4,4,5,4
487,1,11,32,1,3,72,42,6,3,5,2,4,3,4,1,4,1,1,5,2
487,1,5,18,1,3,21,46,6,1,2,3,3,3,4,3,3,4,4,5,4
487,1,12,40,1,6,2,46,6,1,5,4,4,4,4,2,3,3,4,5,3
488,1,5,12,3,4,2,46,8,3,4,2,4,3,4,3,5,4,4,6,2
488,1,11,10,1,4,2,42,6,1,5,3,3,4,4,3,4,3,4,5,3
488,1,11,46,3,1,66,42,8,3,5,4,4,3,3,3,3,3,4,6,3
488,1,11,14,3,4,2,46,8,1,5,4,3,4,2,4,3,4,3,6,2
489,1,11,27,3,3,68,46,6,3,5,4,3,4,3,4,5,4,5,6,4
489,1,5,19,1,4,2,46,6,1,5,3,4,3,4,3,4,4,3,6,2
489,1,12,23,1,1,40,46,3,3,5,4,2,3,2,3,4,4,4,5,3
489,1,11,19,3,4,2,46,3,3,5,3,4,5,4,4,3,4,2,6,3
489,1,5,18,3,4,2,42,3,1,4,2,4,1,4,3,3,3,5,6,2
489,1,5,43,3,3,45,46,3,1,5,4,1,2,5,5,5,2,4,6,4
489,1,5,38,1,3,63,46,6,1,5,5,1,1,5,5,5,5,5,6,1
489,1,12,18,3,4,2,46,8,3,3,3,3,3,3,3,3,3,3,5,2
489,1,11,11,3,4,2,46,6,1,1,5,2,1,2,2,1,1,5,5,2
489,1,5,9,1,4,2,46,8,3,5,5,3,4,5,5,3,5,5,6,4
490,1,11,12,3,4,2,46,6,1,5,5,3,3,5,5,5,5,5,5,3
490,1,11,12,1,4,2,42,8,3,5,4,4,4,4,3,3,3,5,6,4
490,1,11,14,1,4,2,42,3,1,5,4,4,4,3,3,4,2,5,6,4
490,1,11,18,1,4,2,46,6,1,5,4,2,1,4,5,5,5,5,6,1
490,1,11,19,3,1,21,46,6,1,3,3,3,3,3,4,4,4,5,6,2
490,1,11,19,1,4,2,42,6,1,4,4,4,3,3,3,5,5,5,6,3
490,1,11,12,3,4,2,42,6,1,1,3,0,0,1,1,1,1,2,5,3
491,1,11,35,3,1,63,46,3,1,4,4,4,4,4,4,4,5,5,6,3
491,1,12,25,3,3,47,46,3,1,3,4,1,1,4,4,2,2,3,5,2
491,1,11,52,1,3,40,42,3,1,5,1,4,3,4,2,4,2,4,5,1
492,1,11,14,3,4,2,46,3,3,5,4,1,1,3,3,4,4,4,6,2
492,1,11,19,1,4,2,42,6,1,5,5,4,4,3,4,5,5,5,6,1
492,1,11,11,3,4,2,46,3,1,4,4,4,4,5,5,5,5,5,6,1
492,1,11,12,3,4,2,42,8,1,2,2,2,3,3,3,3,2,5,5,2
492,1,5,24,3,1,46,42,6,3,5,4,4,3,2,4,3,4,2,6,3
492,1,11,9,1,4,2,42,6,1,4,3,4,2,4,3,4,3,4,6,2
492,1,5,10,3,4,2,46,8,1,5,4,3,4,3,4,3,4,4,6,1
492,1,11,10,3,1,17,42,6,1,5,3,4,4,3,4,5,5,5,6,3
492,1,12,12,1,4,2,42,6,1,4,4,4,4,4,4,3,5,5,6,1
492,1,11,18,1,4,2,42,6,1,2,2,0,0,1,1,1,0,2,5,3
493,1,12,12,3,4,2,46,6,3,5,5,5,5,5,5,5,5,5,6,4
493,1,11,12,1,4,2,46,6,3,4,4,4,4,3,3,3,3,3,5,4
493,1,11,14,3,4,2,46,6,1,5,5,1,1,2,2,2,3,3,6,4
493,1,5,14,1,4,2,46,3,3,4,3,4,2,4,1,1,5,5,5,2
494,1,5,18,3,4,2,46,8,3,5,5,3,4,3,4,3,4,4,6,3
494,1,11,18,1,4,2,42,6,1,5,4,3,4,3,4,3,4,3,6,3
494,1,11,19,3,4,2,42,3,3,5,3,4,4,2,4,2,4,2,6,2
494,1,5,19,1,4,2,42,6,3,5,4,2,4,2,4,2,4,3,6,4
494,1,11,20,3,4,2,46,6,1,4,4,3,4,3,4,3,4,3,6,4
494,1,12,20,1,4,2,46,3,3,3,4,1,1,4,4,4,2,2,6,4
495,1,12,34,1,1,54,46,6,3,3,3,1,1,4,4,4,3,3,5,2
495,1,5,29,3,1,38,42,6,1,2,2,1,0,2,2,3,3,3,5,3
495,1,11,25,1,3,53,42,3,3,5,5,1,1,2,2,3,3,3,6,3
495,1,11,38,3,1,52,46,3,1,3,3,1,1,4,4,4,4,3,6,4
495,1,11,30,1,3,72,46,6,3,3,3,2,1,5,5,4,4,3,6,2
495,1,12,33,3,1,61,46,6,3,4,3,3,2,2,5,5,3,4,6,2
496,1,11,53,3,6,2,42,3,1,3,2,0,0,4,4,1,3,5,5,2
496,1,11,27,1,1,40,46,6,1,3,3,0,2,5,5,5,4,4,6,4
496,1,11,35,3,1,37,46,3,1,5,4,4,4,5,4,5,4,5,6,4
496,1,12,24,3,1,44,46,6,1,3,4,4,4,3,4,4,4,5,6,2
497,1,11,11,3,4,2,42,6,3,3,3,4,4,2,3,4,3,4,5,4
497,1,5,14,3,4,2,42,3,3,3,4,4,4,4,4,4,4,3,6,1
498,1,12,14,3,4,2,46,8,3,4,4,3,3,3,4,2,3,1,6,2
498,1,5,14,3,4,2,42,6,1,4,5,5,3,3,3,1,3,1,6,2
499,1,12,14,3,4,2,46,6,3,4,4,3,3,4,4,1,1,1,6,4
499,1,12,14,3,4,2,42,3,3,4,4,2,2,3,3,1,1,1,6,2
500,1,5,14,3,1,22,42,6,1,4,4,3,2,3,3,1,1,1,6,4
500,1,5,14,3,4,2,46,3,3,4,4,2,2,2,4,1,3,1,6,4
501,1,5,14,3,4,2,46,8,3,4,5,2,2,3,2,2,3,1,6,2
501,1,11,14,3,4,2,42,6,1,5,5,3,3,3,3,1,1,1,6,1
502,1,12,14,3,4,2,46,6,3,5,5,2,2,3,3,1,3,1,6,1
502,1,11,14,3,4,2,42,3,1,5,5,4,3,3,3,3,1,2,5,2
503,1,5,18,3,4,2,42,6,3,5,5,3,3,2,2,2,2,1,6,1
503,1,5,14,3,4,2,42,3,3,3,4,4,3,2,2,1,1,1,6,1
504,1,12,20,3,3,27,46,3,3,3,3,1,1,4,4,1,4,5,6,4
504,1,11,21,3,1,37,46,3,3,4,4,3,4,4,3,4,3,4,6,2
504,1,12,27,1,1,67,46,8,3,2,2,1,0,2,2,1,1,5,6,4
504,1,5,14,3,4,2,42,8,3,5,5,4,3,2,2,2,3,1,6,4
504,1,11,22,1,1,56,46,3,3,3,3,1,1,4,4,3,3,3,5,4
504,1,11,36,1,1,79,46,3,3,2,2,1,0,1,2,4,4,4,5,3
504,1,12,30,3,1,51,46,3,3,4,4,2,2,3,4,4,5,5,6,1
504,1,11,20,1,3,46,46,6,1,5,4,4,3,4,3,4,5,5,6,3
504,1,5,37,1,3,75,42,8,1,3,1,1,1,4,4,2,4,3,6,4
504,1,12,27,1,1,50,46,6,3,4,4,3,3,5,5,5,5,5,6,3
504,1,11,38,1,1,55,46,3,3,2,2,0,0,1,1,0,0,1,5,1
504,1,12,50,1,6,2,46,8,3,5,5,5,1,5,5,2,3,5,6,4
504,1,11,18,3,4,2,46,6,1,3,3,0,1,1,2,2,2,5,5,1
504,1,12,21,1,1,44,46,3,3,4,4,0,1,4,4,3,4,4,6,1
504,1,11,14,3,4,2,46,8,1,5,5,5,4,4,4,2,4,5,6,2
504,1,5,27,1,1,49,46,8,1,5,4,4,2,3,5,3,4,5,6,3
504,1,5,11,1,4,2,42,6,3,5,3,4,4,3,4,4,4,5,6,4
504,1,11,12,3,4,2,46,3,1,5,5,1,1,4,4,2,3,3,6,3
504,1,5,19,1,4,2,42,6,3,1,3,1,1,2,2,2,2,1,5,3
504,1,11,11,1,1,2,46,3,1,5,5,4,4,5,5,4,3,5,6,1
504,1,11,63,3,6,2,46,8,3,5,3,4,1,4,3,1,4,4,6,3
504,1,5,14,3,4,2,46,3,3,3,3,3,3,2,2,2,1,1,5,2
505,1,5,11,3,4,2,42,6,1,3,3,2,2,2,2,1,1,1,5,2
505,1,11,14,3,4,2,42,3,3,4,4,3,4,4,4,5,4,3,6,4
505,1,5,14,3,4,2,46,6,3,5,5,4,4,5,4,4,4,5,6,4
506,1,5,14,3,4,2,42,3,3,4,4,4,3,3,3,2,3,3,6,2
506,1,12,18,3,4,2,46,6,3,4,4,3,3,3,3,4,2,2,6,2
507,1,12,14,3,4,2,46,3,3,4,4,3,3,4,3,3,2,2,6,4
507,1,5,14,1,4,2,42,6,1,3,2,3,2,2,1,1,1,1,5,2
508,1,5,14,1,4,2,46,3,1,3,3,2,2,2,2,2,1,1,5,4
508,1,12,14,3,4,2,42,6,1,4,3,4,4,3,4,3,3,3,6,4
509,1,11,14,3,4,2,42,6,3,4,4,3,3,3,3,3,3,2,5,2
509,1,11,14,3,4,2,42,6,3,4,4,3,3,3,3,2,2,1,6,4
510,1,11,14,3,1,2,42,3,1,4,4,2,3,3,2,3,2,3,5,2
510,1,11,14,3,4,2,46,6,3,5,5,5,5,5,5,5,5,5,6,1
511,1,5,14,3,4,2,42,6,1,4,3,3,4,3,3,3,2,2,6,2
511,1,11,14,3,4,2,42,6,1,4,3,4,3,3,2,3,2,2,6,1
512,1,11,14,3,4,2,46,6,3,4,3,3,3,3,3,2,2,1,6,4
512,1,5,14,1,4,2,46,3,3,4,4,4,3,4,3,4,4,3,6,4
513,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,1,5,14,1,4,2,46,6,3,5,4,5,4,4,3,4,3,4,6,2
514,1,12,18,3,4,2,42,6,1,4,3,4,3,3,3,2,2,1,6,4
514,1,11,21,1,3,32,46,6,3,4,4,3,3,3,2,3,2,2,5,4
515,1,11,12,1,4,2,42,6,1,4,3,3,3,2,3,2,2,2,5,4
515,1,5,11,1,4,2,46,3,3,4,3,4,3,3,2,1,3,2,5,1
516,1,11,18,1,4,2,46,8,3,4,3,4,3,2,2,4,3,3,5,4
516,1,12,18,1,4,2,42,6,1,4,3,4,3,3,3,3,3,3,5,1
517,1,11,14,1,4,2,46,8,1,4,3,3,4,3,3,3,2,1,5,4
517,1,12,20,3,3,61,46,6,3,4,3,3,4,3,4,3,3,2,5,1
518,1,5,20,1,1,32,46,6,3,4,3,3,4,3,2,2,2,3,5,4
518,1,5,14,1,4,2,42,6,3,2,2,1,1,2,2,1,2,1,5,3
518,1,12,43,1,6,2,46,6,1,3,4,1,1,3,3,3,2,5,5,4
518,1,5,6,3,4,2,42,6,1,5,3,4,4,4,3,3,2,2,6,4
518,1,12,10,1,4,2,46,6,1,4,5,1,2,4,4,4,4,5,6,4
518,1,5,14,1,4,2,46,6,3,0,1,1,1,0,1,0,0,1,5,2
518,1,11,21,1,1,36,46,8,3,5,3,4,4,2,4,2,4,5,6,1
519,1,12,11,3,4,2,46,6,1,3,3,1,0,4,4,1,2,4,6,2
519,1,12,14,3,4,2,42,3,3,3,3,3,2,2,3,2,2,3,5,2
519,1,11,22,3,1,52,46,3,3,3,2,0,0,2,3,2,0,1,5,3
519,1,11,14,1,1,23,42,6,1,3,2,3,2,2,1,1,1,1,5,4
520,1,12,28,1,1,29,46,6,1,2,4,0,2,2,4,4,4,5,6,4
520,1,11,14,3,4,2,42,3,3,3,2,3,3,2,2,0,0,0,5,4
520,1,5,18,3,4,2,46,3,1,4,5,4,4,4,2,3,2,4,6,2
520,1,11,14,3,4,2,42,6,1,2,1,1,0,0,1,0,1,0,5,2
521,1,12,18,3,4,2,46,3,3,4,3,4,3,4,5,4,5,5,6,3
521,1,5,14,3,4,2,46,3,1,3,2,3,2,3,3,2,3,1,5,1
521,1,12,18,3,4,2,42,6,1,5,5,3,3,4,4,4,5,5,6,4
521,1,11,18,1,4,2,46,6,3,5,3,5,3,5,3,5,3,5,6,1
521,1,11,18,3,3,25,46,3,3,5,4,4,4,5,5,4,3,3,6,4
521,1,11,18,1,3,24,46,3,3,4,4,4,4,4,4,4,4,4,6,2
521,1,12,14,1,3,2,46,6,3,3,2,4,3,3,2,1,2,2,5,4
521,1,11,18,3,4,2,46,8,1,5,4,4,3,4,4,4,3,4,6,4
522,1,5,18,1,1,2,46,3,1,5,2,4,2,4,4,4,4,4,6,1
522,1,5,14,3,4,2,46,6,3,4,2,4,2,4,0,2,0,0,5,2
522,1,5,18,1,4,2,46,8,1,4,5,4,5,3,5,5,5,5,6,3
